DISTRICT,ACTIVITY,DATE,RATING,PARTY,ASSEMBLY
Tiruppur,The Chairman of the Association Mr. Thiruppur Southern District Civil Society Union Secretary Mr.P.P.Murukesan on behalf of the Nallur Kudumbam Organization provided food parcels to the poor people in the Union Citizens Union. # Makkalpaniyiltimuka,13/05/2020,2.83,DMK,Unassigned
Tiruppur,"On the orders of the Chairman of the Association, Tirupur Northern District Secretary, Mr. K. Selvaraj distributed rice and vegetables to 1500 families living in Pandiyan Nagar 2nd Ward in the presence of Municipal Trustee DKDM Nagarasan. # Makkalpaniyiltimuka",13/05/2020,4.58,DMK,TIRUPPUR (NORTH)
Tiruppur,"On the orders of the Chairman of the Association, Mr. K. Selvaraj, Secretary, Northern District Secretariat, distributed rice and vegetables to 140 families in the 16th Circle in the presence of Divisional Secretary Pushparatnam, 16th WMMasamy. # Makkalpaniyiltimuka",13/05/2020,2.83,DMK,Unassigned
Tiruppur,"On the order of the Chairman of the Corporation, North Municipal Council Selvaraj distributed relief items to 250 families in the 35th Ward Periyar in the presence of Municipal Assistant TKTM Nagarasan. # Makkalpaniyiltimuka",13/05/2020,2.83,DMK,Unassigned
Tiruppur,"On the advice of the Chairman of the Association, Tirupur Southern District Secretary Mr. Ila Padmanabhan, lunch was served to 500 persons at the Ponniwadi Panchayat under the guidance of Mr. Mulanur Union Secretary Mr. Palanisamy. # Makkalpaniyiltimuka",13/05/2020,3.16,DMK,TIRUPPUR (SOUTH)
Tiruppur,"Northern District Secretary K. Selvaraj distributed rice and vegetables to 200 persons. This was attended by Deputy Organizer of the Municipal Literary Rational Convention, Pazha Veerappan, Auto Velmurugan, Kandiappan, Abu Dhir and many others. (2/2)",13/05/2020,2.83,DMK,Unassigned
Tiruppur,Madathukulam legislator Mr. Jayaramakrishnan presented lunch to 500 families living in the Jallipatti Aditiravidar colony. # Makkalpaniyiltimuka,13/05/2020,3.16,DMK,Unassigned
Tiruppur,"Chairman of the Association, Tirupur Northern District Secretary Mr. K. Selvaraj presented rice to the families of the 54th Ward 300 families in the presence of the Municipal Trustee, Mr.TKDM Nagarasan, in the presence of Mr. Mohan, Veerabandi Area Youth Team Organizer. # Makkalpaniyiltimuka",13/05/2020,2.83,DMK,TIRUPPUR (NORTH)
Nilgiris,"Under the direction of the Chairman of the Association, District Secretary Mr.PMB Mubarak, the Secretary of the Kotagiri Union, Mr. Nellai Kannan, provided relief assistance to the people in Happy Valley and Kampai Shop area. # Makkalpaniyiltimuka",13/05/2020,2.83,DMK,Unassigned
Nilgiris,"The Chairman of the Association, District Secretary Mr.PMB Mubarak, organized the District Trading Team Organization Yogeswaran and distributed food items including vegetables to the poor people in the Kotagiri tied up area. # Makkalpaniyiltimuka",13/05/2020,2.83,DMK,Unassigned
Tiruppur,"Chairman of the Association, Northern District Secretary Mr. K. Selvaraj presented rice and vegetables to 300 families belonging to the 23rd Ward Area in the presence of the District Representative Mr. Nagarajan in the presence of the Municipal Trustee, Mr.TKDM Nagarasan. # Makkalpaniyiltimuka",13/05/2020,2.83,DMK,Unassigned
Tiruppur,"Chairman of the Association Mr. RMP Saminathan presented a bag of rice at the Chennimalai Union Territory of KANGAYAM, Tirupur Southern District. # Makkalpaniyiltimuka",13/05/2020,2.83,DMK,KANGAYAM
Coimbatore,"On the advice of the Chairman of the Corporation, Coimbatore Municipal East District Chairperson N Karthik MLA advised them. On behalf of VS Krishnaraj, VM Shanmugasundaram distributed rice and vegetables to 450 families in Anantnagar, Gandhinagar.",14/05/2020,3.16,DMK,Unassigned
Coimbatore,"On the order of the Chairman of the Association, District Secretary C.R.Ramachandran, Chief Executive Officer, T.R.Shanmukasundaram, Member of the Executive Committee, SMT Kalyanasundaram, in charge of the Karamadai (K) Union, distributed relief items to 1000 persons in the 11th Ward of Karamadai.",14/05/2020,4.24,DMK,METTUPPALAYAM
Coimbatore,"11 families from Anaimalai, who sought the help of the Association through the #OndrinaivomVaa, were given rice and groceries by the Secretary of the Perur Corporation on the advice of the President of the Coimbatore district Mr.Tendral Selvaraj.",14/05/2020,1.73,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, District Secretary C.R. Ramachandran, the Chairman of the Association, SMT Kalyanasundaram, in charge of the Karamadai (K) Union, distributed relief items to 250 families in Chinnagallipatti Urachchi area.",14/05/2020,2.83,DMK,METTUPPALAYAM
Coimbatore,"On the advice of the Chairman of the Municipal Council of Coimbatore Municipal Council, Muttusamy, Kovanpayalam Area 8th Circle Secretary, A. Vethiwel provided essential commodities, including rice, to 50 daily wage workers.",14/05/2020,2,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Association, Mr. (Mrs.) C.R.Ramachandran, District Secretary of Coimbatore, Mr. Suresh and Siddharth, Coordinator of No2 Cuddalore Perur IT Wing, supplied essentials to 50 families in the Gas Company area.",14/05/2020,1.73,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, District Secretary of Coimbatore, Mr. C.R.Ramachandran, distributed the rice and vegetables to 10 families in the Kumarapuram area of ??the Chikkadasampalayam area.",14/05/2020,1.73,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Corporation, the Northern District Secretary of Coimbatore, Mr. C.R.Ramachandran, No4, Veerapandi Perur IT Wing Coordinator V. Suresh and Ravi provided essential items to the beneficiaries who sought the assistance of the Corporation.",14/05/2020,1.41,DMK,Unassigned
Coimbatore,"On the advice of the Coimbatore District Secretary C.R.Ramachandran, Periyanakanapayam OOP Aryavarasaru distributed vegetables and groceries to 100 families in the Veera Pandi Peruranchi, Balaji Garden area.",14/05/2020,2.83,DMK,Unassigned
Coimbatore,"Periyanekanapalakali leader, provided relief to transgender families and 50 families in Mettupalayam. Avivarasuram distributed vegetables and groceries to 100 families in the Nee-4 Veerapandi Beeruranchi, Balaji Garden area.",14/05/2020,2.83,DMK,METTUPPALAYAM
Coimbatore,"On the instructions of the President of the Association, District Secretary C.R.Ramachandran, on the instructions of the President, the State Women's Volunteer Assistant Commissioner Meena Jayakumar arranged a donation of relief items to 20 poor families.",14/05/2020,1.73,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Corporation, the Northern District Secretary of Coimbatore, Mr. C.R.Ramachandran, supplied essential items to eight families who sought the assistance of the school.",14/05/2020,1.73,DMK,COIMBATORE (NORTH)
Coimbatore,"On the orders of the Chairman of the Association, District Secretary of Coimbatore, Mr. C.R.Ramasandran, DOC Coordinators D. Gopinath, M. Vinod Kumar sought the assistance of the Association and presented the necessary medicines to the VG, Dinekaran and Jai Ganesh.",14/05/2020,1.41,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, the District Secretary of Coimbatore, Mr. C.R.Ramachandran, the District Secretary, Mrs.Thirimuku.Rathi Manohar, presented the essential items to Mallika, Kannaki, Sundarraj and Ravi Shanmugam who sought the assistance of the Association.",14/05/2020,1.41,DMK,Unassigned
Coimbatore,"On behalf of Coimbatore Municipal District (K) District Superintendent Na Karthik MLA on behalf of the Chairman,450 families in the 21st Circle were given rice and vegetables.",14/05/2020,3.16,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Corporation, Coimbatore Municipal East District Collector Na Karthik MLA, Ganapati Area Secretary Loku advised 25 people in 49 circles to supply rice groceries.",14/05/2020,1.73,DMK,Unassigned
Coimbatore,"The Chairman of the Association, Mr. T. Tendul Selvaraj, in charge of the District (District) in charge of the Association, presented the relief items to 150 families.",14/05/2020,2.83,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Association, Coimbatore Municipal District Collector Na Karthik MLA, donated 5 kg of rice, vegetables and eggs to 300 families in the 17 circular MGR Road on behalf of PN Puthur Partner VM Shanmugasundaram.",14/05/2020,3.16,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Association, Mr. Thernell Selvaraj, the District Collector of Coimbatore, Mr. Tentel Selvaraj offered the rice and vegetables to Panchali and Mumtaz Nisa, who sought the assistance of Circle Secretary Nagaraj and the Corporation Executives.",14/05/2020,1.41,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, the District Secretary of Coimbatore, Mr. C.R.Ramachandran, Mettupalayam City Secretary Mr. S. Mohammed Younis distributed relief items to the poor families who sought the assistance of the Corporation through #OndrinaivomVaa.",14/05/2020,1.41,DMK,Unassigned
Coimbatore,"Under the direction of the President of the Association, Mr. C.R.Ramachandran, the District Secretary of Coimbatore, Mr. Naragiri MP Mr.R.Raza on the instructions of the Youth Organizer Riyas and the Minorigai Perur Youth Organization were providing relief items to 300 families.",14/05/2020,2.83,DMK,Unassigned
Coimbatore,"The Chairman of the Association, Mr. KR Ramachandran, District Secretary, Coimbatore (V),On the advice of Periyanayakanpayam OOP Aryavarasuram, the councilor, Meena Ganesan, provided relief items to 203 families in the N2 Koodalur Baroorachchi, 9th Ward.",14/05/2020,2.83,DMK,Unassigned
Coimbatore,"The Secretary General of the Union, Mr. OVS Deva Senanayake, inaugurated the 2000 food program for the civilians in the Panadura District of Anaimalai.",14/05/2020,4.58,DMK,Unassigned
Tiruppur,"Under the direction of the Chairman of the Association, the District Secretariat of Southern Province, Mr. Ila Padmanabhan, Chairman of the Association, Mr. M PB Saminathan presented the bags of rice to 5221 families in Chennimalai area. # Makkalpaniyiltimuka",14/05/2020,5.2,DMK,Unassigned
Tiruppur,"The Chairman of the Association handed over the bags of rice to the Tirupur Southern District, KANGAYAM Vidyalaya, Chennimalai Union and the Perur Regional High Level Executive Committee Member Mr. MMP Saminathan. # Makkalpaniyiltimuka",14/05/2020,2.83,DMK,KANGAYAM
Tiruppur,"On the orders of the Chairman of the Association, Mr. KM Saminathan, Member of the Higher Executive Committee of KANGAYAM Township, KANGAYAM Township, Tirupur Southern District, distributed rice bags to the poor. # Makkalpaniyiltimuka",14/05/2020,2.83,DMK,KANGAYAM
Tiruppur,"On the order of the Chairman of the Association, Mr. KB Saminathan, Member of the Higher Secondary Working Committee of the KANGAYAM North Union Division of the KANGAYAM North District, Tiruppur South District, donated the bags of rice from his own funds. # Makkalpaniyiltimuka",14/05/2020,2.83,DMK,KANGAYAM
Tiruppur,"On the advice of the Chairman of the Association, Tirupur Northern District Secretary, Mr. K. Selvaraj, Information Technology Team Palladam Coordinator Maheshkumar distributed grocery and groceries to the poor. With 63 Velampalayam f (s) Nataraj # people_policy_demo",14/05/2020,2.83,DMK,PALLADAM
Nilgiris,"Shyam Kumar, who sought the assistance of the Nilgiris District Secretary, Mr. Shyam Kumar, at the behest of the Chairman, provided medical aid and essential supplies. # Makkalpaniyiltimuka",14/05/2020,1.41,DMK,Unassigned
Nilgiris,"On the orders of the Chairman of the Association, the Nilgiris District Secretary, Mr. Bam Mubarak, inaugurated a program to distribute 30 tonnes of rice to the people. # Makkalpaniyiltimuka",14/05/2020,2.83,DMK,Unassigned
Coimbatore,A set of 3115 families in Idikarai Beirutcchi area was provided with rice and crops. Sibling executives attended the siblings,15/05/2020,4.58,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, Mr. Thernell Selvaraj, the District Collector of Coimbatore, distributed the vegetables to 20 families belonging to the 9th Ward of Anaimalai Perur.",15/05/2020,1.73,DMK,Unassigned
Coimbatore,"Under the leadership of Mr. CR Ramachandran, organizer Riyaz on behalf of the youth of Sirumugai Perur organized 300 families of rice and vegetables.",15/05/2020,2.83,DMK,Unassigned
Coimbatore,"In the 100th circle of the Kuruchi area, he distributed rice and vegetables to the poor.",15/05/2020,2.83,DMK,Unassigned
Coimbatore,"Chairman of the Association, Coimbatore Municipal Council (M) District Trustee Muthusamy in their arrangement,They provided rice, vegetables and groceries to the poor people living in the Kondi Colony.",15/05/2020,2.83,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association,Karthik MLA, Ganapathi Area Secretary, Lok circular Secretary PV Subramaniam, 47th Circle Veera Gopal distributed vegetables to 500 people.",15/05/2020,3.16,DMK,Unassigned
Coimbatore,"MP, his assistant, MP, presented relief items to 80 families in Ambattkar Nagar, Palapatti, Palakkadyam, Mettupalayam constituency. Roch, TR Executive Committee Member TR Shanmukasundaram and District Business Team Organizer Purushothaman",15/05/2020,2,DMK,METTUPPALAYAM
Coimbatore,"MP for the relief of 200 families in the Palapatti Anna Nagar area of ??Mettupalayam, Chikkadasampalayam. Roch, TR Executive Committee Member TR Shanmukasundaram and District Business Team Organizer Purushothaman",15/05/2020,2.83,DMK,METTUPPALAYAM
Coimbatore,"On the advice of the President of the Association, Mr. C.R.Ramachandran, District Secretary of Coimbatore (V), No 2 Cuddalore, Perur Secretary Kanagaraj provided essential items to Kalamana who sought the assistance of the Corporation through #OndrinaivomVaa.",15/05/2020,1.41,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, the Northern District Secretary of Coimbatore, Mr. C.R.Ramachandran, on the advice of the District Secretary, Mrs. Thirimaku.Summel Ramesh, Mr. Rajkumar sought the assistance of the Association.",15/05/2020,1.41,DMK,Unassigned
Coimbatore,Essential commodities were provided to 25 beneficiaries who sought the assistance of the Corporation through the Jadhambalayam Panchayat OndrinaivomVaa in the Kalyanasundaram arrangement.,15/05/2020,1.73,DMK,Unassigned
Coimbatore,"On the instructions of the President of the Association, the District Secretary of Coimbatore, Mr. C.R.Ramachandran, provided the essential commodities to the beneficiaries who sought the assistance of the Corporation in the arrangement of the Karamadai (K) Union Odanturai Panchayat IT Wing Coordinator.",15/05/2020,1.41,DMK,METTUPPALAYAM
